TOTAL_CUSTOMER,TOTAL_BAD,TOTAL_GOOD,ACTUAL_BAD_RATE,AVERAGE_PD,AVERAGE_SCORE,MIN_SCORE,MAX_SCORE,STD_SCORE,MIN_PD,MAX_PD
92252,7447,84805,8.07%,8.08%,591.23,526.48,667.86,22.70,0.47%,38.99%
